Time	Temperature	Dew Point	Humidity	Wind	Speed	Gust	Pressure	Precip. Rate.	Precip. Accum.	UV	Solar
3:54 PM	23.3 °C	23.2 °C	99 %	NE	0.0 km/h	0.0 km/h	1,017.61 hPa	1.52 mm	192.02 mm		w/m²
3:59 PM	23.4 °C	23.2 °C	99 %	NE	0.0 km/h	0.0 km/h	1,017.61 hPa	0.51 mm	192.02 mm		w/m²
4:04 PM	23.4 °C	23.2 °C	99 %	ESE	4.2 km/h	4.8 km/h	1,017.27 hPa	0.76 mm	192.28 mm		w/m²
4:09 PM	23.5 °C	23.3 °C	99 %	ESE	1.9 km/h	4.8 km/h	1,017.61 hPa	0.76 mm	192.28 mm		w/m²
4:14 PM	23.5 °C	23.3 °C	99 %	ESE	0.0 km/h	0.0 km/h	1,017.61 hPa	0.76 mm	192.28 mm		w/m²
4:19 PM	23.4 °C	23.3 °C	99 %	East	0.0 km/h	0.0 km/h	1,017.61 hPa	0.76 mm	192.79 mm		w/m²
4:24 PM	23.3 °C	23.1 °C	99 %	ENE	1.6 km/h	2.5 km/h	1,017.61 hPa	1.52 mm	193.55 mm		w/m²
4:29 PM	23.2 °C	23.1 °C	99 %	NE	4.9 km/h	5.7 km/h	1,017.61 hPa	2.54 mm	194.56 mm		w/m²
4:34 PM	23.1 °C	23.0 °C	99 %	ENE	4.5 km/h	4.8 km/h	1,017.61 hPa	3.30 mm	195.33 mm		w/m²
4:39 PM	23.1 °C	22.9 °C	99 %	ENE	5.0 km/h	5.7 km/h	1,017.27 hPa	3.56 mm	195.58 mm		w/m²
4:44 PM	23.1 °C	22.9 °C	99 %	ENE	5.3 km/h	5.9 km/h	1,017.61 hPa	3.81 mm	195.83 mm		w/m²
4:49 PM	23.1 °C	22.9 °C	99 %	ENE	6.2 km/h	6.4 km/h	1,017.61 hPa	3.81 mm	195.83 mm		w/m²
4:54 PM	23.1 °C	22.9 °C	99 %	ENE	6.2 km/h	6.4 km/h	1,017.61 hPa	3.81 mm	195.83 mm		w/m²
4:59 PM	23.1 °C	22.9 °C	99 %	NE	6.2 km/h	6.3 km/h	1,017.61 hPa	3.81 mm	195.83 mm		w/m²
5:04 PM	23.1 °C	22.9 °C	99 %	NE	5.7 km/h	6.3 km/h	1,017.61 hPa	3.81 mm	195.83 mm		w/m²
5:09 PM	23.1 °C	22.9 °C	99 %	NE	4.9 km/h	6.1 km/h	1,017.61 hPa	3.81 mm	196.09 mm		w/m²
5:14 PM	23.0 °C	22.9 °C	99 %	NNE	5.7 km/h	6.4 km/h	1,017.61 hPa	3.81 mm	196.34 mm		w/m²
5:19 PM	23.0 °C	22.8 °C	99 %	NNE	4.4 km/h	6.0 km/h	1,017.61 hPa	4.32 mm	197.61 mm		w/m²
5:24 PM	23.0 °C	22.8 °C	99 %	NNE	3.7 km/h	4.9 km/h	1,017.61 hPa	4.83 mm	198.12 mm		w/m²
5:29 PM	22.8 °C	22.7 °C	99 %	NNE	6.4 km/h	6.4 km/h	1,017.61 hPa	3.30 mm	198.37 mm		w/m²
5:34 PM	22.8 °C	22.6 °C	99 %	NNE	6.4 km/h	6.4 km/h	1,017.61 hPa	3.30 mm	198.63 mm		w/m²
5:39 PM	22.8 °C	22.6 °C	99 %	North	6.2 km/h	6.4 km/h	1,017.61 hPa	3.30 mm	199.14 mm		w/m²
5:44 PM	22.7 °C	22.6 °C	99 %	North	4.8 km/h	6.0 km/h	1,017.61 hPa	4.32 mm	200.15 mm		w/m²
5:49 PM	22.7 °C	22.6 °C	99 %	North	5.1 km/h	5.3 km/h	1,017.61 hPa	5.84 mm	201.68 mm		w/m²
5:54 PM	22.7 °C	22.6 °C	99 %	North	3.9 km/h	5.9 km/h	1,017.61 hPa	6.86 mm	202.69 mm		w/m²
5:59 PM	22.7 °C	22.6 °C	99 %		4.2 km/h	5.1 km/h	1,017.61 hPa	7.62 mm	203.45 mm		w/m²
6:04 PM	22.7 °C	22.6 °C	99 %	NW	4.1 km/h	6.0 km/h	1,017.61 hPa	7.87 mm	203.71 mm		w/m²
6:09 PM	22.7 °C	22.6 °C	99 %	West	3.6 km/h	4.8 km/h	1,017.61 hPa	8.38 mm	204.47 mm		w/m²
6:14 PM	22.7 °C	22.6 °C	99 %	WSW	3.6 km/h	4.8 km/h	1,017.61 hPa	9.40 mm	205.74 mm		w/m²
6:19 PM	22.7 °C	22.6 °C	99 %	West	3.7 km/h	4.5 km/h	1,017.61 hPa	11.18 mm	209.30 mm		w/m²
6:24 PM	22.7 °C	22.6 °C	99 %	West	3.3 km/h	3.7 km/h	1,017.61 hPa	16.76 mm	215.14 mm		w/m²
6:29 PM	22.7 °C	22.6 °C	99 %	NW	3.9 km/h	5.5 km/h	1,017.61 hPa	20.07 mm	218.44 mm		w/m²
6:34 PM	22.7 °C	22.6 °C	99 %	NNE	3.7 km/h	7.7 km/h	1,017.61 hPa	21.59 mm	220.73 mm		w/m²
6:39 PM	22.7 °C	22.6 °C	99 %	NE	8.8 km/h	11.5 km/h	1,017.61 hPa	23.11 mm	222.76 mm		w/m²
6:44 PM	22.7 °C	22.6 °C	99 %	NNE	15.2 km/h	16.1 km/h	1,017.61 hPa	26.16 mm	228.09 mm		w/m²
6:49 PM	22.7 °C	22.6 °C	99 %	NNE	22.0 km/h	23.0 km/h	1,017.61 hPa	28.70 mm	231.14 mm		w/m²
6:54 PM	22.7 °C	22.6 °C	99 %		15.2 km/h	20.9 km/h	1,017.61 hPa	32.77 mm	236.47 mm		w/m²
6:59 PM	22.7 °C	22.6 °C	99 %		17.4 km/h	23.1 km/h	1,017.61 hPa	36.58 mm	240.28 mm		w/m²
7:04 PM	22.6 °C	22.5 °C	99 %		19.1 km/h	24.5 km/h	1,017.61 hPa	37.34 mm	241.30 mm		w/m²
7:09 PM	22.6 °C	22.4 °C	99 %	North	19.1 km/h	20.8 km/h	1,017.95 hPa	37.59 mm	243.08 mm		w/m²
7:14 PM	22.6 °C	22.4 °C	99 %	NNE	16.5 km/h	17.4 km/h	1,017.95 hPa	39.12 mm	244.86 mm		w/m²
7:19 PM	22.6 °C	22.4 °C	99 %	NNE	14.7 km/h	16.5 km/h	1,017.95 hPa	32.77 mm	246.13 mm		w/m²
7:24 PM	22.6 °C	22.4 °C	99 %	NE	11.1 km/h	12.9 km/h	1,017.95 hPa	33.78 mm	247.40 mm		w/m²
7:29 PM	22.6 °C	22.4 °C	99 %	NE	11.5 km/h	12.5 km/h	1,017.95 hPa	28.19 mm	248.16 mm		w/m²
7:34 PM	22.6 °C	22.4 °C	99 %	NNE	9.0 km/h	10.9 km/h	1,017.95 hPa	28.45 mm	248.67 mm		w/m²
7:39 PM	22.6 °C	22.4 °C	99 %	North	8.4 km/h	9.3 km/h	1,017.95 hPa	23.62 mm	249.43 mm		w/m²
7:44 PM	22.6 °C	22.5 °C	99 %	North	7.5 km/h	7.9 km/h	1,017.95 hPa	24.13 mm	250.44 mm		w/m²
7:49 PM	22.8 °C	22.6 °C	99 %		14.6 km/h	14.8 km/h	1,017.95 hPa	17.53 mm	251.46 mm		w/m²
7:54 PM	22.9 °C	22.7 °C	99 %	North	14.3 km/h	15.2 km/h	1,018.29 hPa	19.05 mm	255.78 mm		w/m²
7:59 PM	22.9 °C	22.7 °C	99 %	North	12.2 km/h	14.1 km/h	1,018.29 hPa	20.83 mm	261.87 mm		w/m²
8:04 PM	22.9 °C	22.7 °C	99 %	North	11.9 km/h	12.5 km/h	1,018.29 hPa	21.84 mm	263.91 mm		w/m²
8:09 PM	23.0 °C	22.8 °C	99 %		13.7 km/h	16.2 km/h	1,018.29 hPa	25.91 mm	270.51 mm		w/m²
8:14 PM	23.1 °C	22.9 °C	99 %	North	15.0 km/h	18.9 km/h	1,018.29 hPa	28.45 mm	274.57 mm		w/m²
8:19 PM	23.1 °C	22.9 °C	99 %	NNE	14.0 km/h	14.5 km/h	1,018.29 hPa	30.23 mm	277.37 mm		w/m²
8:24 PM	23.1 °C	22.9 °C	99 %	NNE	15.0 km/h	20.2 km/h	1,018.29 hPa	30.99 mm	278.89 mm		w/m²
8:29 PM	23.2 °C	23.0 °C	99 %	NNE	17.1 km/h	18.5 km/h	1,018.29 hPa	32.26 mm	280.67 mm		w/m²
8:34 PM	23.2 °C	23.1 °C	99 %	NNE	16.4 km/h	18.5 km/h	1,018.29 hPa	32.77 mm	282.45 mm		w/m²
8:39 PM	23.2 °C	23.0 °C	99 %	North	13.2 km/h	15.5 km/h	1,018.63 hPa	33.53 mm	283.46 mm		w/m²
8:44 PM	23.2 °C	23.0 °C	99 %	North	14.5 km/h	19.5 km/h	1,018.63 hPa	34.29 mm	284.73 mm		w/m²
8:49 PM	23.4 °C	23.2 °C	99 %	North	16.3 km/h	17.4 km/h	1,018.63 hPa	32.51 mm	285.50 mm		w/m²
8:54 PM	23.3 °C	23.1 °C	99 %	North	29.1 km/h	30.0 km/h	1,018.63 hPa	33.53 mm	287.27 mm		w/m²
8:59 PM	23.2 °C	23.0 °C	99 %	North	32.0 km/h	34.0 km/h	1,018.63 hPa	26.42 mm	289.31 mm		w/m²
9:04 PM	22.9 °C	22.8 °C	99 %		31.4 km/h	34.5 km/h	1,018.63 hPa	26.92 mm	290.07 mm		w/m²
9:09 PM	22.9 °C	22.7 °C	99 %	North	27.6 km/h	31.1 km/h	1,018.63 hPa	17.53 mm	290.58 mm		w/m²
9:14 PM	22.9 °C	22.7 °C	99 %		27.0 km/h	29.1 km/h	1,018.63 hPa	17.78 mm	291.08 mm		w/m²
9:19 PM	23.0 °C	22.8 °C	99 %	North	25.7 km/h	27.8 km/h	1,018.63 hPa	13.46 mm	291.59 mm		w/m²
9:24 PM	23.0 °C	22.8 °C	99 %	North	23.8 km/h	25.6 km/h	1,018.63 hPa	13.97 mm	292.10 mm		w/m²
9:29 PM	23.0 °C	22.8 °C	99 %	North	19.5 km/h	22.9 km/h	1,018.63 hPa	11.18 mm	292.35 mm		w/m²
9:34 PM	23.0 °C	22.8 °C	99 %	North	18.0 km/h	19.6 km/h	1,018.63 hPa	11.18 mm	292.61 mm		w/m²
9:39 PM	23.1 °C	22.9 °C	99 %		16.6 km/h	20.1 km/h	1,018.63 hPa	9.91 mm	294.13 mm		w/m²
9:44 PM	23.1 °C	22.9 °C	99 %	North	14.7 km/h	17.2 km/h	1,018.63 hPa	10.16 mm	294.39 mm		w/m²
9:49 PM	23.1 °C	22.9 °C	99 %	NNE	17.2 km/h	18.0 km/h	1,018.63 hPa	11.18 mm	297.69 mm		w/m²
9:54 PM	23.1 °C	23.0 °C	99 %	NNE	15.0 km/h	17.4 km/h	1,018.63 hPa	12.70 mm	299.47 mm		w/m²
9:59 PM	23.2 °C	23.1 °C	99 %	NNE	20.3 km/h	22.0 km/h	1,018.63 hPa	10.16 mm	299.97 mm		w/m²
10:04 PM	23.3 °C	23.1 °C	99 %	NNE	19.9 km/h	26.2 km/h	1,018.96 hPa	10.16 mm	299.97 mm		w/m²
10:09 PM	23.3 °C	23.1 °C	99 %	NNE	18.4 km/h	19.6 km/h	1,018.96 hPa	9.40 mm	300.23 mm		w/m²
10:14 PM	23.2 °C	23.1 °C	99 %	NNE	16.7 km/h	20.1 km/h	1,018.63 hPa	9.40 mm	300.23 mm		w/m²
10:19 PM	23.2 °C	23.1 °C	99 %	NNE	14.4 km/h	15.1 km/h	1,018.63 hPa	8.13 mm	300.23 mm		w/m²
10:24 PM	23.2 °C	23.1 °C	99 %	North	12.4 km/h	14.1 km/h	1,018.63 hPa	8.38 mm	300.48 mm		w/m²
10:29 PM	23.2 °C	23.1 °C	99 %	North	11.2 km/h	13.3 km/h	1,018.63 hPa	11.43 mm	303.78 mm		w/m²
10:34 PM	23.2 °C	23.0 °C	99 %		11.0 km/h	12.2 km/h	1,018.63 hPa	11.94 mm	305.05 mm		w/m²
10:39 PM	23.1 °C	22.9 °C	99 %	North	12.4 km/h	13.9 km/h	1,018.96 hPa	13.46 mm	307.85 mm		w/m²
10:44 PM	23.1 °C	22.9 °C	99 %	North	12.8 km/h	14.8 km/h	1,018.96 hPa	14.99 mm	310.90 mm		w/m²
10:49 PM	23.1 °C	22.9 °C	99 %	North	15.8 km/h	16.5 km/h	1,018.63 hPa	16.51 mm	315.72 mm		w/m²
10:54 PM	23.1 °C	22.9 °C	99 %	NNE	13.7 km/h	17.0 km/h	1,018.63 hPa	16.76 mm	316.48 mm		w/m²
10:59 PM	23.2 °C	23.1 °C	99 %	NNE	14.2 km/h	15.1 km/h	1,018.63 hPa	20.07 mm	320.04 mm		w/m²
11:04 PM	23.2 °C	23.1 °C	99 %	NNE	16.4 km/h	17.0 km/h	1,018.63 hPa	24.13 mm	324.36 mm		w/m²
11:09 PM	23.2 °C	23.1 °C	99 %	NNE	14.7 km/h	18.1 km/h	1,018.63 hPa	26.67 mm	326.90 mm		w/m²
11:14 PM	23.2 °C	23.1 °C	99 %	NNE	13.9 km/h	14.6 km/h	1,018.63 hPa	29.97 mm	330.45 mm		w/m²
11:19 PM	23.2 °C	23.1 °C	99 %	North	16.8 km/h	24.1 km/h	1,018.63 hPa	31.24 mm	331.72 mm		w/m²
11:24 PM	23.2 °C	23.1 °C	99 %	NNE	13.9 km/h	15.6 km/h	1,018.63 hPa	31.24 mm	332.23 mm		w/m²
11:29 PM	23.3 °C	23.1 °C	99 %	NE	16.3 km/h	18.1 km/h	1,018.29 hPa	28.96 mm	333.25 mm		w/m²
11:34 PM	23.4 °C	23.3 °C	99 %	NE	36.0 km/h	39.4 km/h	1,018.29 hPa	29.21 mm	333.50 mm		w/m²
11:39 PM	23.6 °C	23.4 °C	99 %	NE	32.4 km/h	38.2 km/h	1,018.29 hPa	24.13 mm	333.50 mm		w/m²
11:44 PM	23.5 °C	23.3 °C	99 %	NNE	24.4 km/h	31.0 km/h	1,018.29 hPa	24.13 mm	333.50 mm		w/m²
11:49 PM	23.5 °C	23.3 °C	99 %	NNE	27.2 km/h	29.0 km/h	1,018.29 hPa	19.81 mm	335.79 mm		w/m²
11:54 PM	23.4 °C	23.2 °C	99 %	NE	30.3 km/h	32.3 km/h	1,018.29 hPa	23.11 mm	339.85 mm		w/m²
11:59 PM	23.4 °C	23.2 °C	99 %	NE	27.8 km/h	33.0 km/h	1,018.29 hPa	17.27 mm	340.61 mm		w/m²
